"Zone","District","PC_Num","PC_Name","AC_Num","AC_Name","Total_Electors","Urban","Rural","Hindu","Islam","Other_Rel","Gen_OBC","SC","ST","Largest_Caste_Name","Largest_Caste","Second_Caste_Name","Second Largest Caste","Third_Caste_Name","Third_Caste","Fourth_Caste_Name","Fourth_Caste","Fifth_Caste_Name","Fifth_Caste","Sum_5_Caste","Winner_LS19","Party_LS19","Caste_LS19","Runner_LS19","Runner_Party_LS19","Runner_Caste_LS19","Margin_LS19","BJP_LS19","INC_LS19","SP_LS19","BSP_LS19","Other_LS19","Winner_AE17","Party_AE17","Caste_AE17","Runner_AE17","Runner_Party_AE17","Runner_Caste_AE17","Margin_AE17","BJP_AE17","INC_AE17","SP_AE17","BSP_AE17","Other_AE17","Winner_LS14","Party_LS14","Caste_LS14","Runner_LS14","Runner_Party_LS14","Runner_Caste_LS14","Margin_LS14","BJP_LS14","INC_LS14","SP_LS14","BSP_LS14","Other_LS14","Winner_AE12","Party_AE12","Caste_AE12","Runner_AE12","Runner_Party_AE12","Runner_Caste_AE12","Margin_AE12","BJP_AE12","INC_AE12","SP_AE12","BSP_AE12","Other_AE12","Ahirwar","Baghel","Baniya","Bhumihar","Bind","Brahmin","Bunkar","Chamar","Chaudhary","Diwakar","Dohre","Dom","Gond","Goswami","Gujjar","Gurjar","Jat","Jatav","Kadakvanshi","Kashyap","Katheria","Kayastha","Kharwar","Khatik","Kisan","Koli","Kori","Kurmi","Kushwaha","Lodhi","Lodhi Rajput","Maurya","Muslim","Nishad","Other","Pal","Pandit","Pasi","Paswan","Patel","Punjabi","Raidas","Rajbhar","Rawat","Saharaiya","Saini","Sainthwar","Sankhwar","Shakya","Sindhi","Teli","Thakur","Tharu","Tyagi","Vaishya","Vanwasi","Yadav","BJP_AE12_can","SP_AE12_can","BSP_AE12_can","INC_AE12_can","BJP_AE17_can","SP_AE17_can","BSP_AE17_can","INC_AE17_can","BJP_LS14_can","SP_LS14_can","BSP_LS14_can","INC_LS14_can","BJP_LS19_can","SP_LS19_can","BSP_LS19_can","INC_LS19_can"
"Brij","Mathura",17,"Mathura",81,"Chhata",353054,0.209984065,0.790015935,0.866061937,0.126040677,0.00789738600000001,0.839998553,0.159929104,7.23e-05,"Thakur",0.2205,"Jat",0.1991,"Brahmin",0.1404,"Jatav",0.1081,"Muslim",0.0755,0.743685017,"HEMA MALINI","BJP",NA,"KUNWAR NARENDRA SINGH","RLD",NA,0.3679,0.6645,0.0159,0,0,0.3196,"LAXMI NARAYAN","BJP",NA,"ATUL SINGH","IND",NA,0.2808,0.5171,0,0,0.1816,0.3013,"HEMA MALINI","BJP",NA,"JAYANT CHAUDHARY","RLD",NA,0.4631,0.607,0,0.0676,0.138,0.1874,"Tejpal Singh","Rashtriya Lok Dal",NA,"Laxminarayan","BSP",NA,0.069,0.034,0,0.027,0.381,0.558,0,0.0306,0.0052,0,0,0.1404,0,0,0,0,0,0,0,0,0,0.0411,0.1991,0.1081,0,0,0,0.0046,0,0.0015,0,0.0121,0,0,0.0033,0,0,0,0.0755,0.006,0.0027,0,0,0,0,0,0,0,0,0,0,0.0278,0,0,0,0,0,0.2205,0,0,0.0501,0,0.0052,"Tarun Kumar Seth","Lokmani Kant Jadaun","Laxminarayan","","Laxmi Narayan","","Manoj Pathak","","Hema Malini","Chandan Singh","Pt. Yogesh Kumar Dwivedi","","Hema Malini","","","Mahesh Pathak"
"Brij","Mathura",17,"Mathura",82,"Mant",328948,0.059528013,0.940471987,0.933467637,0.059545936,0.00698642699999996,0.778454275,0.22142564,0.000120085,"Jat",0.2585,"Brahmin",0.227,"Thakur",0.104,"Jatav",0.0845,"Baghel",0.0697,0.743753449,"HEMA MALINI","BJP",NA,"KUNWAR NARENDRA SINGH","RLD",NA,0.2088,0.586,0.0163,0,0,0.3977,"SHYAM SUNDER SHARMA","BSP",NA,"YOGESH CHAUDHARY","RLD",NA,0.0021,0.2843,0.063,0,0.3127,0.34,"HEMA MALINI","BJP",NA,"JAYANT CHAUDHARY","RLD",NA,0.072,0.4206,0,0.0276,0.1578,0.394,"Jayant Chaudhary","Rashtriya Lok Dal",NA,"Pt. Shyam Sunder Sharma Pachahara","All India Trinamool Congress",NA,0.079,0.017,0,0.005,0.16,0.818,0,0.0697,0.0128,0,0,0.227,0,0,0,0,0,0,0,0,0,0.052,0.2585,0.0845,0,0,0,0.0057,0,0.0016,0,0.0053,0,0,0.003,0,0,0,0.0354,0.0114,0.0047,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0,0.104,0,0,0.0322,0,0.012,"Pranat Pal Singh","Sanjay Sharma","Th. Ram Pal Singh","","Satish Kumar Sharma","","Shyam Sunder Sharma","Jagdish Singh","Hema Malini","Chandan Singh","Pt. Yogesh Kumar Dwivedi","","Hema Malini","","","Mahesh Pathak"
"Brij","Mathura",17,"Mathura",83,"Goverdhan",319815,0.481134655,0.518865345,0.904363332,0.087822367,0.00781430099999991,0.804154774,0.194698473,0.001146753,"Thakur",0.2092,"Jat",0.2065,"Jatav",0.1572,"Brahmin",0.1085,"Muslim",0.0519,0.733272199,"HEMA MALINI","BJP",NA,"KUNWAR NARENDRA SINGH","RLD",NA,0.1868,0.575,0.0187,0,0,0.4063,"KARINDA SINGH","BJP",NA,"RAJ KUMAR RAWAT","BSP",NA,0.1594,0.4517,0.0287,0,0.2923,0.2273,"HEMA MALINI","BJP",NA,"JAYANT CHAUDHARY","RLD",NA,0.308,0.514,0,0.0369,0.2047,0.2444,"Rajkumar Rawat","BSP",NA,"Megh Shyam Singh","Rashtriya Lok Dal",NA,0.118,0.186,0,0.068,0.348,0.398,0,0.0269,0.0016,0,0,0.1085,0,0,0,0,0,0,0,0,0,0.0446,0.2065,0.1572,0,0,0,0.0032,0,0.0013,0,0.0106,0,0,0.0044,0,0,0,0.0519,0.0038,0.0047,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0.2092,0,0,0.0427,0,0.0296,"Karinda Singh","Preetam Singh","Rajkumar Rawat","","Karinda Singh","","Raj Kumar Rawat","Ranvir Pandav","Hema Malini","Chandan Singh","Pt. Yogesh Kumar Dwivedi","","Hema Malini","","","Mahesh Pathak"
"Brij","Mathura",17,"Mathura",84,"Mathura",442209,0.473858667,0.526141333,0.905107915,0.087079271,0.007812814,0.803190316,0.195686404,0.00112328,"Vaishya",0.2314,"Jat",0.1214,"Muslim",0.109,"Jatav",0.1063,"Valmiki",0.0727,0.640782598,"HEMA MALINI","BJP",NA,"KUNWAR NARENDRA SINGH","RLD",NA,0.4125,0.6731,0.0543,0,0,0.2726,"SHRIKANT SHARMA","BJP",NA,"PRADEEP MATHUR","INC",NA,0.3997,0.5665,0.1668,0,0.1232,0.1435,"HEMA MALINI","BJP",NA,"JAYANT CHAUDHARY","RLD",NA,0.5193,0.6721,0,0.0176,0.109,0.2013,"Pradeep Mathur","INC",NA,"Devendra Kumar Sharma","BJP",NA,0.003,0.269,0.272,0.264,0.151,0.044,0,0.0266,0.0064,0,0,0.0558,0,0,0,0,0,0,0,0,0,0.0277,0.1214,0.1063,0,0,0,0.0166,0,0.0035,0,0.0099,0,0,0.0042,0,0,0,0.109,0.0213,0.0257,0,0,0,0,0,0.0086,0,0,0,0,0.0343,0,0,0,0,0,0.0368,0,0,0.2314,0,0.0212,"Devendra Kumar Sharma","Ashok Agrawal","Pushpa Sharma","Pradeep Mathur","Shrikant Sharma","","Yogesh Kumar","Pradeep Mathur","Hema Malini","Chandan Singh","Pt. Yogesh Kumar Dwivedi","","Hema Malini","","","Mahesh Pathak"
"Brij","Mathura",17,"Mathura",85,"Baldev (SC)",363867,0.282524209,0.717475791,0.924487572,0.067713203,0.00779922500000008,0.778580895,0.220858098,0.000561008,"Jat",0.2847,"Jatav",0.1317,"Baghel",0.0928,"Thakur",0.0879,"Brahmin",0.0816,0.678607149,"HEMA MALINI","BJP",NA,"KUNWAR NARENDRA SINGH","RLD",NA,0.1294,0.5467,0.0184,0,0,0.4349,"POORAN PRAKASH","BJP",NA,"NIRANJAN SINGH DHANGAR","RLD",NA,0.057,0.3815,0.0036,0.0384,0.231,0.3455,"HEMA MALINI","BJP",NA,"JAYANT CHAUDHARY","RLD",NA,0.1442,0.438,0,0.0245,0.2055,0.332,"Pooran Prakash","Rashtriya Lok Dal",NA,"Chandrabhan Singh","BSP",NA,0.168,0.237,0,0.053,0.247,0.463,0,0.0928,0.0108,0,0,0.0816,0,0,0,0,0,0,0,0,0,0.0051,0.2847,0.1317,0,0,0,0.0037,0,0.0031,0,0.0086,0,0,0.011,0,0,0,0.068,0.0385,0.0046,0,0,0,0,0,0,0,0,0,0,0.0462,0,0,0,0,0,0.0879,0,0,0.0388,0,0.0138,"Ajay Kumar Poeia","Anil Kumar","Chandrabhan Singh","","Pooran Prakash","Ranvir","Premchand","Vinesh Kumar","Hema Malini","Chandan Singh","Pt. Yogesh Kumar Dwivedi","","Hema Malini","","","Mahesh Pathak"
"Brij","Agra",18,"Agra (SC)",86,"Etmadpur",432010,0.091503092,0.908496908,0.919515154,0.068624629,0.011860217,0.759659123,0.240125677,0.0002152,"Baghel",0.1902,"Jatav",0.1829,"Jatav",0.1829,"Brahmin",0.1098,"Kushwaha",0.078,0.743902438,"Satyapal Singh Baghel","BJP",NA,"Manoj Kumar Soni","BSP",NA,0.1927,0.5785,0.0236,0,0.3858,0.0121,"RAM PRATAP SINGH","BJP",NA,"DR. DHARMPAL SINGH","BSP",NA,0.1663,0.4834,0,0.1546,0.3171,0.0449,"DR. RAM SHANKAR KATHERIA","BJP",NA,"NARAYAN SINGH SUMAN","BSP",NA,0.2592,0.5116,0.0197,0.1915,0.2524,0.0248,"Dr. Dharampal Singh","BSP",NA,"Dr. Prem Singh Baghel","SP",NA,0.036,0.212,0,0.303,0.339,0.146,0,0.1902,0,0,0,0.1098,0,0,0,0,0,0,0,0,0,0,0.0073,0.1829,0,0,0,0,0,0.0244,0,0.0049,0,0,0.078,0.0195,0,0,0.0244,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0.0049,0.1829,0,0.0146,0.0244,0,0.0244,"Ram Pratap Singh Chauhan","Dr. Prem Singh Baghel","Dr. Dharampal Singh","","Ram Pratap Singh","Rajbeti","Dr. Dharmpal Singh","","Dr. Ram Shankar Katheria","Maharaj Singh Dhangar","Narayan Singh Suman","Upendra Singh","Satyapal Singh Baghel","","Manoj Kumar Soni","Preeta Harit"
"Brij","Agra",18,"Agra (SC)",87,"Agra Cantt. (SC)",445265,0.811391184,0.188608816,0.839779006,0.128519316,0.031701678,0.754859439,0.24213423,0.003006331,"Jatav",0.3264,"Brahmin",0.1044,"Brahmin",0.1044,"Kushwaha",0.0992,"Muslim",0.0653,0.699738902,"Satyapal Singh Baghel","BJP",NA,"Manoj Kumar Soni","BSP",NA,0.089,0.5133,0.0508,0,0.4243,0.0116,"DR. GIRRAJ SINGH DHARMESH","BJP",NA,"GUTIYARI LAL DUWESH","BSP",NA,0.1832,0.4477,0,0.2559,0.2644,0.032,"DR. RAM SHANKAR KATHERIA","BJP",NA,"NARAYAN SINGH SUMAN","BSP",NA,0.2012,0.5282,0.0437,0.0696,0.327,0.0315,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0522,0,0,0,0.1044,0,0,0,0,0,0,0,0,0,0,0.0209,0.3264,0,0,0,0,0,0.0157,0,0.0039,0,0,0.0992,0.0209,0,0,0.0653,0.0052,0,0,0,0,0,0,0.0157,0,0,0,0,0,0,0,0.0131,0,0.0157,0.0313,0,0.0104,0.1044,0,0.0091,"Girraj Singh Dharmesh (G.S. Dharmesh)","Chander Sen (Taplu)","Gutiyari Lal Duwesh","Hari Kishan Pippal","Dr. Girraj Singh Dharmesh","Mamta Kaudan","Gutiyari Lal Duwesh","","Dr. Ram Shankar Katheria","Maharaj Singh Dhangar","Narayan Singh Suman","Upendra Singh","Satyapal Singh Baghel","","Manoj Kumar Soni","Preeta Harit"
"Brij","Agra",18,"Agra (SC)",88,"Agra South",358858,0.811393831,0.188606169,0.839796254,0.128515093,0.031688653,0.75484719,0.242148256,0.003004554,"Muslim",0.0926,"Jatav",0.0637,"Jatav",0.0637,"Brahmin",0.0521,"Kushwaha",0.0231,0.295138888,"Satyapal Singh Baghel","BJP",NA,"Manoj Kumar Soni","BSP",NA,0.1937,0.5635,0.0578,0,0.3698,0.0089,"YOGENDRA UPADHYAYA","BJP",NA,"ZULFIQAR AHMAD BHUTTO","BSP",NA,0.2496,0.5151,0.1815,0,0.2654,0.038,"DR. RAM SHANKAR KATHERIA","BJP",NA,"NARAYAN SINGH SUMAN","BSP",NA,0.2154,0.5515,0.0411,0.0464,0.336,0.025,"Yogendra Upadhyaya","BJP",NA,"Zulfiquar Ahmed Bhutto","BSP",NA,0.117,0.378,0.203,0.068,0.261,0.09,0,0.0174,0,0,0,0.0521,0,0,0,0,0,0,0,0,0,0,0.0035,0.0637,0,0,0,0,0,0.0069,0,0.0023,0,0,0.0231,0.0058,0,0,0.0926,0.0035,0,0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0.0093,0,0.0012,0.0174,0,0.0012,0.0637,0,0.0035,"Yogendra Upadhyaya","Mohd. Sareef Usmani (Sappo Bhai)","Zulfiquar Ahmed Bhutto","Nazir Ahmed","Yogendra Upadhyaya","","Zulfiqar Ahmad Bhutto","Nazir Ahmed","Dr. Ram Shankar Katheria","Maharaj Singh Dhangar","Narayan Singh Suman","Upendra Singh","Satyapal Singh Baghel","","Manoj Kumar Soni","Preeta Harit"
"Brij","Agra",18,"Agra (SC)",89,"Agra North",409578,0.811391318,0.188608682,0.839775426,0.128518724,0.0317058499999999,0.754857413,0.242133265,0.003009322,"Vaishya",0.3822,"Brahmin",0.1146,"Jatav",0.0815,"Valmiki",0.0764,"Kushwaha",0.0637,0.718471338,"Satyapal Singh Baghel","BJP",NA,"Manoj Kumar Soni","BSP",NA,0.3958,0.6666,0.0547,0,0.2707,0.008,"JAGAN PRASAD GARG","BJP",NA,"ER. GYANENDRA GAUTAM","BSP",NA,0.3741,0.5855,0,0.1592,0.2115,0.0438,"DR. RAM SHANKAR KATHERIA","BJP",NA,"NARAYAN SINGH SUMAN","BSP",NA,0.4217,0.6519,0.043,0.0471,0.2302,0.0278,"Jagan Prasad Garg","BJP",NA,"Rajesh Kumar Agrawal","BSP",NA,0.119,0.348,0.194,0.15,0.229,0.079,0,0.0255,0,0,0,0.1146,0,0,0,0,0,0,0,0,0,0,0.0153,0.0815,0,0,0,0,0,0.0204,0,0.0038,0,0,0.0637,0.0127,0,0,0.0306,0.0127,0,0,0,0,0,0,0.0153,0,0,0,0,0,0,0,0.0127,0,0.0076,0.0382,0,0.0051,0.3822,0,0.0255,"Jagan Prasad Garg","Abhinav Sharma","Rajesh Kumar Agrawal","Sumeet Gupta Bibhab","Jagan Prasad Garg","Atul Garg","Er. Gyanendra Gautam","","Dr. Ram Shankar Katheria","Maharaj Singh Dhangar","Narayan Singh Suman","Upendra Singh","Satyapal Singh Baghel","","Manoj Kumar Soni","Preeta Harit"
"Brij","Agra",19,"Fatehpur Sikri",90,"Agra Rural (SC)",410922,0.81138999,0.18861001,0.839777858,0.128519568,0.031702574,0.754859425,0.242133342,0.003007233,"Jat",0.204,"Jatav",0.1904,"Yadav",0.0952,"Thakur",0.0857,"Brahmin",0.068,0.64318738,"RAJKUMAR CHAHAR","BJP",NA,"SHREEBHAGWAN SHARMA","BSP",NA,0.3161,0.5862,0.1275,0,0.2701,0.0162,"HEMLATA DIWAKAR","BJP",NA,"KALICHARAN SUMAN","BSP",NA,0.2613,0.5197,0.1253,0,0.2584,0.0966,"BABULAL","BJP",NA,"SEEMA UPADHYAY","BSP",NA,0.2143,0.5035,0,0.1253,0.2891,0.0821,"Kali Charan Suman","BSP",NA,"Hemlata","SP",NA,0.093,0.113,0.193,0.255,0.348,0.091,0,0.0381,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0.0033,0.204,0.1904,0,0,0,0,0,0.0435,0,0.0163,0,0,0.0408,0.068,0,0,0.0218,0.0272,0,0,0,0,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0.0857,0,0.0014,0.0136,0,0.0952,"Om Prakash Chalniwale (Khatik)","Hemlata","Kali Charan Suman","Upendra Singh","Hemlata Diwakar","","Kalicharan Suman","Upendra Singh","Babulal","Rani Pakshalika Singh","Seema Upadhyay","","Rajkumar Chahar","","Shreebhagwan Sharma","Raj Babbar"
"Brij","Agra",19,"Fatehpur Sikri",91,"Fatehpur Sikri",349951,0.187571581,0.812428419,0.895609312,0.097648172,0.00674251600000009,0.796102027,0.203357141,0.000540833,"Jat",0.2835,"Muslim",0.116,"Jatav",0.0954,"Brahmin",0.0825,"Thakur",0.0799,0.657216495,"RAJKUMAR CHAHAR","BJP",NA,"RAJ BABBAR","INC",NA,0.4587,0.6456,0.187,0,0.1515,0.0159,"CHAU. UDAYBHAN SINGH","BJP",NA,"SURAJPAL SINGH","BSP",NA,0.2282,0.4734,0,0.0954,0.2452,0.186,"BABULAL","BJP",NA,"SEEMA UPADHYAY","BSP",NA,0.2723,0.5129,0,0.1574,0.2406,0.0891,"Surajpal Singh","BSP",NA,"Rajkumar Chahar","Independent",NA,0.028,0.034,0,0.023,0.331,0.612,0,0.0515,0,0,0,0.0825,0,0,0,0,0,0,0,0,0,0.0052,0.2835,0.0954,0,0,0,0,0,0.0129,0,0.0039,0,0,0.0567,0.0077,0,0,0.116,0.0129,0,0,0,0,0,0,0.0309,0,0,0,0,0,0,0,0,0,0,0.0799,0,0,0.0464,0,0.0052,"Jitendra Fauzdar","Dr. Satya Prakash","Surajpal Singh","","Chau. Udaybhan Singh","Lal Singh","Surajpal Singh","","Babulal","Rani Pakshalika Singh","Seema Upadhyay","","Rajkumar Chahar","","Shreebhagwan Sharma","Raj Babbar"
"Brij","Agra",19,"Fatehpur Sikri",92,"Kheragarh",320560,0.070789355,0.929210645,0.946539611,0.050076652,0.00338373699999994,0.796501561,0.202944777,0.000553662,"Thakur",0.2157,"Brahmin",0.1981,"Kushwaha",0.1118,"Tyagi",0.0958,"Jatav",0.0639,0.685303514,"RAJKUMAR CHAHAR","BJP",NA,"RAJ BABBAR","INC",NA,0.4424,0.6555,0.2131,0,0.1111,0.0203,"MAHESH KUMAR GOYAL","BJP",NA,"BHAGWAN SINGH KUSHWAHA","BSP",NA,0.161,0.4704,0.1161,0,0.3094,0.1041,"BABULAL","BJP",NA,"SEEMA UPADHYAY","BSP",NA,0.1102,0.3893,0,0.2613,0.2791,0.0703,"Bhagvan Singh Kushwaha","BSP",NA,"Rani Pakshalika Singh","SP",NA,0.038,0.111,0,0.326,0.364,0.199,0,0.0479,0,0,0,0.1981,0,0,0,0,0,0,0,0,0,0.0319,0.0511,0.0639,0,0,0,0,0,0.0016,0,0,0,0,0.1118,0,0,0,0.0319,0.0064,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0.2157,0,0.0958,0.0639,0,0.016,"Amar Singh Parmar","Rani Pakshalika Singh","Bhagvan Singh Kushwaha","","Mahesh Kumar Goyal","","Bhagwan Singh Kushwaha","Kusumlata Dixit","Babulal","Rani Pakshalika Singh","Seema Upadhyay","","Rajkumar Chahar","","Shreebhagwan Sharma","Raj Babbar"
"Brij","Agra",19,"Fatehpur Sikri",93,"Fatehabad",308888,0.122498183,0.877501817,0.949933198,0.042820835,0.00724596700000002,0.822456405,0.177495724,4.79e-05,"Thakur",0.1823,"Brahmin",0.1448,"Nishad",0.1206,"Jatav",0.0938,"Gurjar",0.0804,0.621983914,"RAJKUMAR CHAHAR","BJP",NA,"RAJ BABBAR","INC",NA,0.5731,0.7301,0.157,0,0.0955,0.0174,"JITENDRA VERMA","BJP",NA,"RAJENDRA SINGH","SP",NA,0.1638,0.486,0,0.3222,0.1671,0.0247,"BABULAL","BJP",NA,"RANI PAKSHALIKA SINGH","SP",NA,0.2117,0.4704,0,0.2587,0.2097,0.0612,"Chotelal Verma","BSP",NA,"Rajendra Singh","SP",NA,0.004,0.111,0,0.393,0.397,0.099,0,0.0536,0,0,0,0.1448,0,0,0,0,0,0,0,0,0,0.0804,0.0054,0.0938,0,0,0,0,0,0.0094,0,0.0214,0,0,0.0536,0.0134,0,0,0.0483,0.1206,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0.1823,0,0.0054,0.0483,0,0.0214,"Girraj Singh Kushwaha","Rajendra Singh","Chotelal Verma","","Jitendra Verma","Rajendra Singh","Umesh Sharma Saithiya","","Babulal","Rani Pakshalika Singh","Seema Upadhyay","","Rajkumar Chahar","","Shreebhagwan Sharma","Raj Babbar"
"Brij","Agra",19,"Fatehpur Sikri",94,"Bah",328516,0.081111227,0.918888773,0.963811914,0.029595548,0.00659253799999993,0.781307586,0.218557635,0.000134779,"Thakur",0.2137,"Brahmin",0.207,"Jatav",0.1803,"Nishad",0.1503,"Muslim",0.0467,0.79799666,"RAJKUMAR CHAHAR","BJP",NA,"RAJ BABBAR","INC",NA,0.4916,0.6523,0.1607,0,0.1604,0.0266,"RANI PAKSHALIKA SINGH","BJP",NA,"MADHUSUDAN SHARMA","BSP",NA,0.12,0.4179,0,0.2432,0.2979,0.041,"RANI PAKSHALIKA SINGH","SP",NA,"BABULAL","BJP",NA,0.0551,0.2938,0,0.3488,0.2935,0.0639,"Raja Mahendra Aridaman Singh","SP",NA,"Madhusudan Sharma","BSP",NA,0.144,0.013,0.012,0.541,0.397,0.037,0,0.0401,0,0,0,0.207,0,0,0,0,0,0,0,0,0,0.01,0,0.1803,0,0,0,0,0,0,0,0.0067,0,0,0.0167,0.0234,0,0,0.0467,0.1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2137,0,0.0033,0.0334,0,0.0067,"Akashdeep","Raja Mahendra Aridaman Singh","Madhusudan Sharma","Amar Chandra","Rani Pakshalika Singh","Hanskali Alias Anshu Rani Nishad","Madhusudan Sharma","","Babulal","Rani Pakshalika Singh","Seema Upadhyay","","Rajkumar Chahar","","Shreebhagwan Sharma","Raj Babbar"
"Brij","Firozabad",20,"Firozabad",95,"Tundla (SC)",365067,0.430493771,0.569506229,0.819804049,0.158054434,0.0221415170000001,0.784296068,0.214269963,0.001433969,"Thakur",0.1433,"Baghel",0.1359,"Baghel",0.1359,"Brahmin",0.0815,"Vaishya",0.0741,0.57079318,"Dr. Chandra Sen Jadon","BJP",NA,"Akshay Yadav","SP",NA,0.1268,0.534,0,0.4073,0,0.0587,"SATYA PAL SINGH BAGHEL","BJP",NA,"RAKESH BABU","BSP",NA,0.2302,0.4868,0,0.2253,0.2566,0.0313,"PROF. S.P. SINGH BAGHEL","BJP",NA,"AKSHAY YADAV","SP",NA,0.136,0.458,0.0082,0.3221,0.1935,0.0182,"Rakesh Babu","BSP",NA,"Akhlesh Kumar","SP",NA,0.038,0.282,0,0.29,0.328,0.1,0,0.1359,0,0,0,0.0815,0,0,0,0.0247,0,0,0,0,0,0.0054,0.0445,0.1359,0,0,0,0,0,0.0445,0,0,0,0,0.0222,0.0148,0,0,0.0469,0.0618,0,0,0,0,0,0,0,0,0,0,0,0.0124,0,0.0111,0,0,0,0.1433,0,0,0.0741,0,0.0494,"Shiv Singh Chak","Akhlesh Kumar","Rakesh Babu","","Satya Pal Singh Baghel","Shiv Singh Chak","Rakesh Babu","","Prof. S.P. Singh Baghel","Akshay Yadav","Th. Vishwadeep Singh","Atul Chaturvedi","Dr. Chandra Sen Jadon","Akshay Yadav","",""
"Brij","Firozabad",20,"Firozabad",96,"Jasrana",358788,0.034658602,0.965341398,0.947817407,0.044570943,0.00761164999999997,0.834557799,0.165266289,0.000175912,"Yadav",0.2945,"Lodhi",0.2331,"Jatav",0.1104,"Thakur",0.0982,"Baghel",0.0834,0.819631902,"Dr. Chandra Sen Jadon","BJP",NA,"Akshay Yadav","SP",NA,0.022,0.4595,0,0.4375,0,0.103,"RAMGOPAL PAPPU LODHI","BJP",NA,"SHIVPRATAP SINGH","SP",NA,0.0882,0.4489,0,0.3607,0.114,0.0764,"AKSHAY YADAV","SP",NA,"PROF. S.P. SINGH BAGHEL","BJP",NA,0.2,0.3553,0.0047,0.5553,0.0698,0.0149,"Ramveer Singh","SP",NA,"Ram Gopal (Pappu Lodhi)","BSP",NA,0.141,0.021,0.017,0.513,0.372,0.077,0,0.0834,0,0,0,0.0429,0,0,0,0,0,0,0,0,0,0,0.0074,0.1104,0,0,0,0,0,0,0,0,0,0,0.0491,0.2331,0,0,0.0245,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982,0,0,0.0294,0,0.2945,"Anita Devi","Ramveer Singh","Ram Gopal (Pappu Lodhi)","Mithleshchand","Ramgopal Pappu Lodhi","Shivpratap Singh","Shivraj Singh Yadav","","Prof. S.P. Singh Baghel","Akshay Yadav","Th. Vishwadeep Singh","Atul Chaturvedi","Dr. Chandra Sen Jadon","Akshay Yadav","",""
"Brij","Firozabad",20,"Firozabad",97,"Firozabad",401663,0.631967892,0.368032108,0.740608609,0.232825805,0.026565586,0.814253254,0.183262194,0.002484551,"Muslim",0.1404,"Thakur",0.1353,"Jatav",0.1149,"Jatav",0.1149,"Vaishya",0.0868,0.592138848,"Dr. Chandra Sen Jadon","BJP",NA,"Akshay Yadav","SP",NA,0.0584,0.4912,0,0.4328,0,0.076,"MANISH ASIJA","BJP",NA,"AZIM BHAI","SP",NA,0.1796,0.4419,0,0.2623,0.2212,0.0746,"PROF. S.P. SINGH BAGHEL","BJP",NA,"AKSHAY YADAV","SP",NA,0.0202,0.446,0.0087,0.4258,0.1013,0.0182,"Manish Asiza","BJP",NA,"Azim Bhai","SP",NA,0.009,0.337,0.013,0.328,0.233,0.089,0,0.0562,0,0,0,0.0447,0,0,0,0.0306,0,0,0,0,0,0,0.023,0.1149,0,0,0,0,0,0,0,0.0097,0,0,0.023,0.0408,0,0,0.1404,0.0434,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0.1353,0,0,0.0868,0,0.1149,"Manish Asiza","Azim Bhai","Khalid Naseer","Aazad","Manish Asija","Azim Bhai","Khalid Nasir","","Prof. S.P. Singh Baghel","Akshay Yadav","Th. Vishwadeep Singh","Atul Chaturvedi","Dr. Chandra Sen Jadon","Akshay Yadav","",""
